KEY,reviewid,title,content
4161,R3ICS1TCA64YQK,"I like TurboTax Deluxe very much","I like TurboTax Deluxe very much, makes filing federal and state easy, Asks all the right questions and keeps me up to date on the latest laws. The only issue I have is that after I am done and ready to file , I get charged again for filing state income tax, I have been rebated in the past and am waiting for the rebate for this year."
4162,R4WK8MXRTG4NF,"Disappointed this year","Bought this after the company decided to upgrade business forms for free. This is the first time I've had problems with the software--printing forms and downloading the state took time because blank windows kept popping up. I've used Turbo Tax for years, but I'm not so sure I'll be sticking with them next time around. It might be time to check out other products."
4163,R3DEYCZY0KOJ68,"Great tax service","We have used TurboTax for several years, and it is easy enough to use. The only inconvience is the time factor, but with patience it goes well. In the future we may use the e-z version, since the IRS has made the Schedule-A a moot point for retirees. We will continue to use TurboTax as long as it is available."
4164,RE3V32S4TRIYU,"submit and receive my refund with the greatest of ease","As has been my pleasant experience for many year's now, TurboTax has made it not only possible for me to personally fill out, submit and receive my refund with the greatest of ease, this years Delux 2014 was no different. PLEASE.....don't try to fix something that is already working at it's peak.:)"
4165,R26J13HO9XIYWU,"1099-C and Deductions Support","I continue to use TurboTax for Federal and State tax returns, a returning several years now product user. This year, the TurboTax resources provided helpful insights on 1099-C matters. Likewise, sorting out the itemized versus standard deduction issue at the quantitative dollar level, was integral to the product used."
4166,ROWTUOD6MZZ24,"I swore the state was always included but then the ...","I swore the state was always included but then the made me pay for it and download it after. The price is getting too expensive. Other than that, it was ok"
4167,R3S7SOM2R4HI04,"Easy to use","First time we have ever used TurboTax and found it very easy to use and as far as we know, it was very thorough and helped us do everything properly. It saved us hundreds of dollars compared to previous years. Will definitely use again next year."
4168,R2QQJPYUXIXHPH,"Worked for me.","Worked fine for me. Once I downloaded the additional tables that they eventually made available at no extra cost, it was just like previous years that I have used. I had some capital gains and sold a house and it was all covered with the free upgrade."
4169,R2PXDX0RV8LXRC,"This product worked very well again this year. The ...","This product worked very well again this year. The only problem I am experiencing is getting the Federal Government and the State of Virginia to send me my refund. My tax information was received by both groups on March 3, 2015. They used to pay what was due within a week. This is not the case this year and I blame Obama!!!"
4170,R1HL6O13T17OTL,concerns,"with all the hoopla surrounding this years edition of Turbo Tax I must admit to not feeling 100% confident in the results of the product. next year I may either purchase something different or perhaps pay a professional to do my taxes. just lost the comfortable, confident feeling I've had in the past....."
4171,RD0QAOMVDV0D6,"Piece of cake","Pretty easy to use....this is our 3rd year using TurboTax. We just load it up and it finds the previous years' returns and copies all the pertinent data. After that its pretty much just fill in the blanks and wait for the refund to appear in the bank....less than two weeks this year."
4172,RHJ56XADC5BFY,"Happy Now, But Probably Unhappy in Future","Happy with the results of usage, but unhappy they took away the parts for stock, as I might have to use that in the future, and don't think I should have to pay another $30 or $40 for that, when it used to be included in the standard software."
4173,R19MOTY9TVMRFL,"Thank Goodness for Turbo Tax !!","Easy to use with great results. It reminded me of deductions I would have overlooked even though I had done my taxes on my own for many years. I only wish I had used it years ago. Fortunately I have used it the past several years. Federal refund was super quick. Thanks for a great product !"
4174,R37HYU2EI16J1V,"It's definitely better than the old fashioned way of filling out the ...","I've never used anything else so I have no comparison. The first time I used it, it was a little bit confusing but over the years I've adapted. It's definitely better than the old fashioned way of filling out the forms and mailing them in. E-file is the way to go!!"
4175,R1LFRL659S1JW2,"I find it easy to use","I've used Turbo Tax for a number of years. I find it easy to use, with the program leading me thru the whole process and reminding me of items that may need to be reviewed. The automatic forwarding of info from year to year simplifies the processing, with pertinent data brought forward into the new year's return."
4176,R3E6CNTQAC7MJ1,"Have been using it for 15+years and it just keeps getting better. The system asks questions that give you options ...","Filing taxes cannot get any easier than by using TurboTax!!! Have been using it for 15+years and it just keeps getting better. The system asks questions that give you options and tallies up your refund or payment due while you are working through your taxes."
4177,R2CRH66JX0X0WY,"Easy to file in every field","Years-old founded tax sofware maker with professional guiding experiences. Easy to file in every field, including the e-filing. Quick help tracking the filing status from federal and states. I have trusted Turbo for almost two decades and am ready to recommend it to relatives and friends."
4178,RA84754VTVOY0,"Total satisfaction with Turbo Tax.","I am always extremely pleased with TurboTax.I like that I can take the time that I need and not feel rushed and it is reassuring to know that assistance is there should I need it. The best thing is that the filing and refund is quick. I reccommend Turbo Tax to anyone wanting to simplify tax filing. Thank you Turbo tax."
4179,R3RA2ED011V0P9,"... use Turbo Tax every year and I think it's great. Very accurate","I use Turbo Tax every year and I think it's great. Very accurate, helpful and easy.I just wish it would give you at least one State E-file for free. I have never gotten better results from H&R or Liberty as I have with Turbo Tax and I can do it at my convenience and check and double check when needed.Turbo Tax is the Best."
4180,R63X3Q8328CR5,"very disappointed that I couldn't use my State on line (EXPIRED ...","I have used Turbo Tax for many years, very disappointed that I couldn't use my State on line (EXPIRED Feb 16th) I never get all my paper work until the end of Feb. The cost is also getting to be pretty high, why should I buy the program when we can get it off the internet? This will probably be my last year of buying Turbo Tax"
4181,R2VI9ISI1PVSEJ,"I think this makes doing your own taxes simple for ...","I think this makes doing your own taxes simple for everyone. I will never pay someone else to do them again. You can e-file up to 5 federal returns, which means my whole family can use it for less than I used to pay someone to do just mine."
4182,R1KIKI39I22Z2F,"I know NOTHING about tax laws or would feel comfortable doing taxes by hand using the instruction booklet that ...","I know NOTHING about tax laws or would feel comfortable doing taxes by hand using the instruction booklet that comes with the forms!! I've been using Turbo Tax for over ten years now. After going to a very well-known tax company and being told I owe over $2000 (never owed in my life and in NO WAY could afford to pay that) and they were charging me $500 to do the taxes, I left my taxes there and picked up a Turbo Tax. I ended up owing a little over $100 and paid only $60 for the Turbo Tax. I feel a tax company doesn't know me and what's going on in my life. Unless they ask all the right questions and I am already a tax expert and know what's important or not tax-wise, they may not get me all of my refund. Doing the taxes myself with the guided Turbo Tax, I feel 100% confident that I am getting all the refund I can. The program asks you questions regarding every situation and depending on whether you answer yes or no, takes you to the next pertinent section. I am middle-class income and Turbo Tax is the only way I will do my taxes. My husband was VERY skeptical! He thought I would not know enough to be able to do the taxes on Turbo Tax. He was worried about taking money out of his 401K and how we would know what to enter regarding that. After seeing how they guide you through EVERYTHING, he is now sold! I recommend Turbo Tax to ALL! It is easy and thorough!! Do not be afraid to use it!!!"
4183,R29FYMT5RQTVOB,"A proven winner","I have been using TurboTax for over 10 years and find it easy and convenient. I know there have been some changes recently, but they have not had any impact on my use of this program. The instructions are clear, and there are numerous help links as well if you run into trouble. The ability to download the W2 data into the program is a big time saver and I believe also avoids potential input errors."
4184,R2FJ6HIGNK4DU5,"State file","The turbo tax I bought said 1 free state file . I filed my state tax and no had to pay for it. This is the second year in a row that this happened to me."
4185,R1QUAQS1P1T1WF,"Easy and convient to use.","I have been using Turbo Tax for 5+ years. After getting all the necessary documents together, all I had to do was enter them by following the Turbo Tax instructions which were very clear and easy to follow. Then, all I had to do was e-file. Turbo Tax save me many hours."
4186,R34LPBRHFGNMKB,"I have used Turbo Tax since I went to college ...","I have used Turbo Tax since I went to college and found out about it in College in the early 90 - 91. I have no complaints. It does my taxes and so simple and I get a big refund every year. I get what I am suppose too but Turbo Tax makes it so simple. Jeanette"
4187,R39OFBDS1TWSWZ,"Make sure that you are not charged foradditional products","I like Turbotax by itself and use it for the last couple years . But I don't like that they are selling additional products like Audit Defense between filling and submission . When you do your tax you need to be carful and make sure that they do rip you off for another $50 for Audit Defense which is BS for me."
4188,R2HD5Y5771360H,"TURBOTAX 2014 REVIEW","I HAVE USED TURBOTAX FOR SEVERAL YEARS AND HAVE BEEN TOTALLY SATISFIED WITH IT. IT IS VERY EASY TO FOLLOW AND COVER EVERY OPTION AVAILABLE IN AN EASY TO USE AND UNDERSTAND FORMAT...GOOD INVESTMENT I WOULD SURELY RECOMMEND IT...DCTAYLOR"
4189,R3MADZTAB8OA4V,"Great product, easy to use.","This product is so easy to use and walks you through all of the steps. Not sure if this can replace a CPA but for those of us with a straight return with deductions, TT is the best. I have been using this now for 10 years."
4190,R2CLIB30CAVVPK,"Outraged when they purposely omitted Schedule E forcing most people ...","Outraged when they purposely omitted Schedule E forcing most people to upgrade. Because of the backlash, they reinstalled it. Also charging $20 to eFile the state return is a total rip off, IMO. I mail my state return for that reason. Otherwise the program works fairly smoothly,"
4191,R345WA5EE8LQ08,"After all the controversy I was disgusted with Turbo Tax","After all the controversy I was disgusted with Turbo Tax. It's just okay. What I dislike is that after you input something, the screen goes back to the top instead of where you were working. I've lost faith in Turbo Tax, and will check out other programs for next year."
4192,RO05VAWFQIZWD,"A good tool for the job!","I've been using Turbo Tax for about 15 years now. I have loved your product since the first time I used it. The format is easy to follow seems to make my job quite simple. Admittedly, my needs are pretty simple but from what I've observed you handle complex questions in a straight forward manner."
4193,R1RNY399PCZ724,"Very Good","It was very easy to use and the results were very good. My only issue is the charges for filing online seem high when coupled with the purchase price?"
4194,RDNDIEKQJKFV2,"Still the best tax program.","I still think TurboTax is the easiest ta x program I've used. I do think the confusion caused by trying to break up the program so that each program got more specific was not well thought out before putting it on the market. Then offering deals to try and appease upset people caused more confusion ."
4195,R1UZXXKYVGEWGP,"charge to efile state","fairly easy to use.... however, I paid in advance to efile my state return but found I had to paper file as it was the first time efiling in my name (my husband died in 2013). Needless to say, I'm still trying to get my $20 back."
4196,R3IJV5LNK8NAPH,"... used TurboTax since day one and have always been pleased with it","I've used TurboTax since day one and have always been pleased with it. It always included one free state filing but no more. If I find another product that can import old TurboTax data I'm going to switch, may switch anyway!"
4197,R35P0KOVJSZ5MK,"Turbo Tax Works","I understand that Tax has had a problem this year, but I was not affected. A relative of mine was. From my point of view, doing my taxes is greatly simplified. From my relative's view, he was impressed by Turbo Tax's efforts to retrieve his records and clear his accounts. This is still in process."
4198,RBWL3CGU1RKTP,"It is easy to use and prompts through every step","This is the 3rd year I've used this product. It is easy to use and prompts through every step. Saved me a lot of money that I would've spent on a tax prep agency. Learned a lot about deductions and generally about how to file taxes."
4199,R1B4HSEKJIGYNK,"I DEFINITELY DID NOT LIKE THE FACT THAT YOU COULD NOT TRANSFER MY INFO ...","I DEFINITELY DID NOT LIKE THE FACT THAT YOU COULD NOT TRANSFER MY INFO FROM MY 2013 FORM !!!! YOU HAD US SAVE IN THE PDF FORMAT BUT COULD NOT TRANSFER IN THAT FORMAT --EXCEPT THAT YOU COULD DO THAT FOR THOSE WHO USED YOUR COMPETITORS PROGRAMS IN 2013!!! I HOPE YOU ARE NOT GOING TO DO THAT TO US AGAIN FOR 2015!!!!"
4200,R1W65XDZQVQEHG,"Turbo Tax go BOOM!","Of the three tax software available in my area I like turbo tax best, it's the easiest to use, it's format is the best. Over the past couple years it has improved greatly. It's features are great like importing from the other tax software I use.is amazing, I just like turbo tax best. It really impressed me this year."
4201,R2JASO8FSKA455,"TurboTax cannot be beat","TurboTax always retains information from year to year and helps me catch anything I may have identified in one year that I forgot to address in a later year. I have used TurboTax every year it has been in existence and wouldn't use anything else. The enhancements they continue to make have helped a lot."
4202,R8XFDIIAPT7NB,"Turbo-Tax secret Change","I have been using Turbo-tax for years. It is a very good program. However, this year I was very upset when they removed certain schedules from the program. I had not heard that they had done this. I was glad they decided to add it back. What was in the Deluxe version all these years should NOT be removed!"
4203,R1CMBO83FV7II7,"Super easy to use","I did my taxes in about 6 total hours and it was as easy as could be. Turbo Tax was my choice in years past, But had my taxes done for a couple of years. Came back to it for 2014 tax year, and I believe I'll stay with it from now one."
4204,R1AD3HWXK7WYHX,"Evaluation of Turbo Tax Deluxe","I've been using Turbo Tax for a number of years and have always found it flexible and easy to use. I especially like the ability to go back and change information already entered into the file to recalculate tax liability. Also to pick up information from prior years for use in the current tax year."
4205,RVRL6CI00RCI2,"I found it a bit confusing when I attempted to ...","I found it a bit confusing when I attempted to e-file my state taxes. I did call for assistance and was helped and then i was able to finish my taxed. I have used Turbo for at least 5 years and never had a problem before this year. Of coarse, I'll use it again..but retuirn to the easier way last year. Joan"
4206,R1JFYIXSF6B0R8,"I trust Turbo Tax and highly recommend it as it easily walks me through the steps ...","After having used another tax program that did not have the C/S, I switched to Turbo Tax some years ago and eliminated any future problems with the other program. I trust Turbo Tax and highly recommend it as it easily walks me through the steps to complete my necessary filing of taxes."
4207,R7VZY1G70Y87C,"Four Stars for TurboTax Deluxe 2014","The CD version of TurboTax Deluxe 2014 was very easy to use, but did not require me to log in with a user name and password from the very beginning. I was able to enter that information later and save it, but this raises questions about how safe this tax software is to use with one's sensitive information."
4208,R3HS99FUAGJIRA,"It's a great do it yourself service.","So far so good, very simple process for the last two years with TurboTax. So much more cost beffective verses previous returns with accountant tax services. I would recommend this produst highly although this deluxe version is good for the more simple tax returns, I cannot comment on the more advance versions."
4209,RCOF4BPE41IJ4,"Any dummy can use it","I've been using Turbo Tax for at least 19 years. It has always worked perfectly. Anyone can use it. Just answer the simple step-by-step questions."
4210,R3LOYR46MF90MD,"How to loss customers.","Having been a TurboTax user for years I find this years version to be the worst I've ever used. Numerous problems. Hope they get it right next year."
4211,RL0KT7MX8SNBM,"TurboTax 2015","Have used TurboTax for the last 12 years and very pleased with the product. I would recommend TurboTax over other products, as it very easy to use, imports previous year information and guides you through the process."
4212,R1Y9LI1L0HJ9QV,"You Do Not Get What You Pay For","Overpriced for the features. I paid more this year and received less features. On a good note, my tax situation changed so I did not need the schedules I previously used. Other tax software is available and my friends and co-workers have given then good reviews so I will use them next year instead of Turbo Tax."
4213,R2YFC08DSFBAES,"Eh, it is still Turbo Tax. It is good.","It is Tax Software... since I have been using Turbo Tax for a few years now, it gets even easier each year. Not only does it save your vital info, it even bought up the correct forms for Mileage Deductions for my wife's work... took me a little while to get correct form first time I used it, but now it looks at previous year and reminds me."
4214,R2W5AO3AKAWGDL,"Let your fingers do the talkng, and the program do the work for you !!!","TuboTax worked smooth and quickly as before. Prepaired, filed, and received conformation and exceptence the same day from both state and federal. Just annswer the questions and let the program do all the work for you. Jim S"
4215,RNJN0ZFJ6NO8F,"Used for 10 years +","Great product I have used for 10 years now and for doing personal taxes this is the way to go. It takes me a couple hours every year and I am done."
4216,R5BDAM9EEMYBU,"TurboTax makes you your own tax professional.","Simple directions to follow. Easy to complete. Fast. Highly recommended. Why pay a professional when they are probably using this software or something just like it? Do it yourself. You have to collect the information anyway. That is the real work in preparing taxes. TurboTax makes filling out the forms easy."
4217,R27S527L75M97F,"Super easy to use","I've been using TurboTax for a number of years now. I like how I get the immediate calculation of how I'm doing so far. It is so simple to import all of my data from past . I was doing my taxes this year and had a question that I got resolved in minutes on the forum."
4218,R11HBW8W1M4ZQJ,"I have been using TurboTax for ten years but this ...","I have been using TurboTax for ten years but this year I was worried my tax situation would be too complicated for TurboTax to handle - silly me: TurboTax road in to the rescue!! I will always use it!"
4219,RTNS18D8NILFZ,"Great software, used for first time in my life ...","Great software, used for first time in my life for my 2014 Federal Tax return. Was easy to install, setup and compile the tax data. The printouts were awesome. The eFILE system was the best. Received my refund from IRS in a week. Will use it again for the 2015 Tax period."
4220,R4O4MBYP048XS,"Gouge and gouge some more!","I think is robbery to have to pay for state e-filing--I will mail it--I've used turbo tax for years--but it seems if I am not paying $90 for the online version--you are gonna find a way to punish me --- so feeling let down--there are other providers. Perhaps after almost 2 decades it's time for a change of provider!"
4221,R21LAWQH4WITRR,"TurboTax just OK for 2014","The Federal tax return was acceptable, but I was disappointed with the Illinois State version, as the finished version was not ready to print until mid-February. Intuit should not have released the 2014 version unless it was ready to go, as-is."
4222,R32GXT1XHH2KBG,"Turbo Tax","I've been using TurboTax since 2002 and love the ease in which I can complete my taxes. You can do an auto rebate direct to your account, or set up a payment from your account, whichever the case. This product saves time and money in going to a tax office. Al"
4223,RA7Y61TJOYAEO,"No stress.","TurboTax takes the stress out of doing taxes. It takes minimal preparation and walks you through everything step by step. They have done a really great job putting this software package together. I have used TurboTax for the last six years and it gets better every year."
4224,R2SLHT9NX9B3FB,"Great Returns with Turbo Tax","It is easy to use and takes you through all the areas that you request or direct. The returns are great. I did not think I would get the amount back that I did for this year. I have used it a Tax Consultant in the two previous years and had to pay. They said it all right there. Thank you Turbo Tax."
4225,R33WO6R77U3TNF,"Taxes Made Easy","We use Turbo Tax every year and it has always been a great and easy product for us. It really breaks it down and makes a complicated task simple."
4226,R1XOWNRXXPD7MW,"Disappointed in Turbotax this year. Been using them for many, many years.","I had to manually fill out schedule 'C' this year to complete tax form. It always worked OK before. Wasn't worth $40.00 to have them fill it out."
4227,RES07FB1WZOBN,"Without Internet it is Useless","I do not like the fact that you must be connected to the internet to use the software. Living in an area where internet is not available means I had to leave home to work on my taxes. You can not make changes to the sections you have completed without being online."
4228,RMKD63W9FL1CR,"TurboTax takes care of helping with all deductions and makes it easy to enter","I don't have to think about what I may have forgotten...there is no need to worry. TurboTax takes care of helping with all deductions and makes it easy to enter, with questions of things I never considered."
4229,R2UXLYTIZ4WBSL,"it's that easy. (that said","assemble forms. install software. follow instructions. file taxes. it's that easy. (that said, I had some trouble getting the auto-install feature to run - perhaps I should have removed the old versions of TurboTax first? at any rate, after about three tries, it decided to work.)"
4230,R50Z8G82T13QK,"unless they actually enjoy going to see their tax prep person annually and ...","Use TurboTax every year - don't know why most people think they need someone else to do their taxes for them with this tool available. Guess they just need to try it once and see what it can save them......unless they actually enjoy going to see their tax prep person annually and sharing the experience....."
4231,R37OKDH1QVCJS6,"I have used TurboTax for over thirty years and have ...","I have used TurboTax for over thirty years and have never had a problem with the exception of a double chargearound four years ago.. I have also used two different tax program and found them to much more difficult that turbotax"
4232,R10HN6TTDUSYU7,"Not Impressed","First not impressed with way it took several attempts to retrieve previous years information. Do not like that I have to pay to have State filed, this may cause me to go to a different source next tax year, most are cheaper and do same tax filing and do not charged 19 dollars to file State."
4233,R17WDKMFG3EGFN,"Federal fine State Tax poor","Federal tax was fine but the state portion failed due to poor security and the forms not being ready."
4234,R1RUQW3A0AJVSI,"It's turbo tax. Its a convenient way to file ...","It's turbo tax. Its a convenient way to file the necessary paperwork to fuel the blood sucking government and politician's personalized agenda."
4235,RCCF9SUKP99KE,"1st year RMD's are not easy...","TurboTax was great for 2014 taxes but for just one exception. The part about the 1st year RMD is very hard to follow. Obviously it's not made for those people at all. Next year will be easier for reasons to lengthy for here. My suggestion is to make 1st year Req. Min. Distribution MUCH easier."
4236,RP0JGDG30SZK7,"Long Term User","I only got the new version and it was fine. I've heard that sometimes TurboTax misses stuff. If so, I'm not bright enough to see it. So far, I've mostly done well, but then I have all these college loans for my Master's."
4237,R2UGPVEKGX51KX,"I like TT","I've been using TurboTax for many years. It's user friendly and guides you through all the deductions step by step if needed. You can also skip the areas you are not interested in saving time and still getting your maximum deductions."
4238,R24XGG004DVGG,"Problem With Turbo Tax Not Importing Deductions from Its","I have never had a problem with Turbo Tax in the past 4 or 5 years I've used it. However, this year, my deductions would not import from my (Intuit Turbo Tax) Its Deductible account, so I had to (re) enter all of the entries again onto the tax form."
4239,R2EC08YY55VQC,"Easy to use","I have used TuboTax for several years. It is very easy to use. I have never had any problems until this year. I was unable to print with the system you had-pdf. I always print a copy for my own. This was the only complaint."
4240,R3I2DMBPDA14Y5,"Simple Turbo Tax Filing","I used Turbo Tax for filing my taxes last year for the first time. Very simple to use and great directions. Liked filing my own taxes online."
4241,RWN7SNA82U6BV,"Gone down in quality","Very Disappointing"
4242,R35KES7T7AD8BU,"TurboTax Delux 2014 Review","My wife and I have used TurboTax over the past 5 years for business and home use. To date TT has been a reliable and simple software program for all our tax filing needs. I recommend it highly and will use it for future tax filings."
4243,R2TXFAX0PMWJHR,"Not much different from previous years.","The software is basically the same. It is user friendly and asks the right questions to get your best refund. I still believe that the charge to e-file the state, $19.99 is outrageous considering you pay $50 for the original software."
4244,R14YL5LZB8NP09,"User friendly interfaces and thorough coverage of tax situations","As always, TurboTax saved me a lot of headaches doing my taxes. The software is thorough in questioning the user about the different areas of tax preparation, and it is very user friendly. I have been a TurboTax user since 2010 and plan to be a customer for as long as I have to fill out taxes."
4245,RJLHK0SH71HFL,"Solid product with a disappointment","Always a solid product, have been using TT since 2007. Disappointed that, when I realized I needed a version with state, TT wants $39.99 to add it, when I could have simply paid an add'l $10 when I bought it at the store (already purchased and installed). That's just not ok."
4246,RZYA3GB260LB2,"Only problem is that if you live in a non-income ...","Only problem is that if you live in a non-income tax state, you are still ask if you want to file a state return and to pay their fee. In prior years, when you purchased the deluxe package, you received one state free. Not this year. We will have to wait and see about next year."
4247,R23QCEAQ5WHUJB,"I love the product","I have an accounting minor, having said that, I have rarely completed my own tax returns until I retired and began using TurboTax. I love the product, they keep me abreast of new rules (which are constantly changing) and lead me though the process quickly and effortlessly. Thank you. JET"
4248,RZ4BVRO0C5V16,"questions concerning upgrade","I was told because of investments (stocks purchased and sold) that I would have to upgrade to premier. I had already downloaded all of the investments and it looks like it filled out the schedule D correctly. What would premier do that the regular one didn't except cost me another $30?"
4249,RQ6P503MS631N,"Have used Turbo Tax for years didn't think I should ...","Have used Turbo Tax for years didn't think I should have to pay for state filing as it should be part of the original price not after the fact oh by the way. The way it states ""TurboTax Deluxe 2014 Fed + State + Fed Efile... "" should include the state efile as well"
4250,R3VNA3HWYVXRCQ,"Very easy to use","Very easy to use, step by step instructions. I was a bit scared at first but then I started and it was super easy, and fast. I got my return back in 7 days. And I got a few emails updating me on how the return was going. Very pleased with Turbo Tax."
4251,R1ROSZZSNRUCWV,"A good value if you are a Prime member","A good value if you are a Prime member. With the news about Turbo Tax I was afraid I had purchased the wrong product given that I have capital gains to report, but that issue was apparently resolved because the app handled my return without any problems."
4252,ROOS2CRCTP1IK,"No longer cheap","By the time you file your taxes with this software, cost of the software, state filing, and other fees it will be cheaper to go to HR Block,"
4253,R3590OGBXCGE5Q,"Very disappointed that TurboTax Deluxe requires and upgrade to complete taxes ...","Very disappointed that TurboTax Deluxe requires and upgrade to complete taxes for investment income. Last year this version is all I needed."
4254,R2SMCNJYW85J25,"Best tax software!","Have been a TurboTax user for years and find it easy and thourgh. Assistance at any point in your preparation by simply clicking on the highlighted item. Issues found in this years aoftware were quickly fixed and released. This will be my tax prep software for years to come."
4255,R2NS80E1SIXVKH,"I have always been happy with Turbo Tax","I have always been happy with Turbo Tax. It is very easy to use and very reliable. The ONLY complaint that I have this year is that I was misguided for the $25 that I thought was promised to me when I purchased my Turbo Tax from Costco. I filed and requested this $25 and was denied."
4256,RDPQNPCNN78JH,"Just like last year","Just like last year, I e-filed my Turbo Tax income information on 03 Feb. (2014 and now 2015). Both were ""received by IRS"" on 5 Feb (2014 and 2015). Coincidentently, my refund from the IRS was deposited into my account on 19 Feb (both 2014 and 2015). Quick, easy to understand, no problems."
4257,R2ADS2C3M6F6AS,"Reliable, accurate, easy...","I have used Turbotax ever since I move from CA to IN in 2004. In 2004 I did IN state tax, CA state tax and Federal tax. Never had any complaints from the government. Always got refunds as expected, if they were due. Support is very professional. Great product!"
4258,R2B0TI8DNBZW9Y,"... I really appreciate how it walks me through the painful process of both federal and state taxes","I've been using it for several years now and I really appreciate how it walks me through the painful process of both federal and state taxes. It's user friendly and explains questions as you go. It's much cheaper than any tax service and keeps me up on what I might need differently each year."
4259,R1QNN4P6SZ00P8,"TurboTax Deluxe 2014 Fed + State + Fed Efile... Intuit","TurboTax Deluxe 2014 Fed + State + Fed Efile...Intuit worked excellent for me with no problems. I have used TurboTax Deluxe Fed + State + Fed Efile...by Intuit for the past 5 years with no problem. Dr. GF"
4260,R3MWA5R29E9N3A,"good for the money","Worked good. Just took a long time to get bugs fixed and updated. I was done filing and had to wait for 3 weeks to get an update for a form."
4261,R273U51L2WI6V2,"Easy for a Senior.","Great for us. It is so easy to follow and feel like you have accomplished success. I only wish that you could start it and take a break and go back to where you ended if you want. I had to start over. I have used it for years and will continue to use it as long as I can."
4262,R2DVIRLS0FY2G5,"Purchased Turbo Tax DeLuxe to do my taxes. When ...","Purchased Turbo Tax DeLuxe to do my taxes. When I got to where I purchased a new home and sold the old one it wanted an additional $30.00 to complete the return. I feel I got ripped off by Turbo Tax. Lester Williams les1240@aol.com"
4263,R2HSJ678B76OSI,"TURBO TAX IS GREAT, BUT I DO TAXES FOR MORE THAN FIVE ...","TURBO TAX IS GREAT, BUT I DO TAXES FOR MORE THAN FIVE FAMILY MEMBERS AT NO COST. THE PROGRAM SHOULD BE EXPANDED IN ORDER TO COMPLY WITH STATE REQUIREMENTS TO E-FILE TAXES THAT WERE COMPLETED WHEN USING A TAX PROGRAM. I CAN NOT E-FILE THE FEDERAL RETURNS FOR MORE THAN FIVE RETURNS"
4264,R2A2O3XJQYDSC9,"Excellent do it yourself software.","Excellent very easy to follow instructions. Didn't have any problems getting my refunds. I am very pleased and will be using this software again next year as long as the cost remains reasonable and continues to provide all the forms necessary to handle my personal needs without having to upgrade.."
4265,R3R1PI6NL19O17,"and totally love it. The 2014 return was a little more ...",". I have used Turbo Tax for 5 or so years, and totally love it. The 2014 return was a little more complex as our beloved government keeps changing everything which causes confusion to some degree. Of course, in my opinion was simply to re-distribute wealth and we are certainly not wealthy."
4266,R32U7DJLWBA592,"Best Price for an excellent tax package","Amazon had the best price for this excellent software, without having to submit the coupon for the rebate. I have used turbotax for years."
4267,R3H8197UXGRPOL,"So simple.","Very simple to use. I recommend turbo tax to the average tax payer who dosn't want to spend $400 at H&R block. I used turbo tax for the past 10 years. The only difference was this year I purchased the deluxe turbo tax in which I thought there wasn't a big difference from the basic."
4268,R3OCJKTKZKZL7O,"Super easy to use","Super easy to use. It was my first time using this product after having an accountant do my taxes for several years. I was done in just over an hour (joint refund with my husband including multiple state documents) and I got the same refund I did last year using the accountant. I'm sold!"
4269,R140WJ0BROFUC2,"Accurate & Easy To Use","The best feature is the automatic entry of W-2 info from our company website with just a couple of clicks. It's good to know that the return is error free in this era of complicated entries & allowable deductions."
4270,R28ILW0Q0X1BP,annoying.,"They sent me am email for $10 discount after I had already purchased it. It asked me for #9.99 for Tennessee when Tennessee has no state tax. several times it said we were done, only to reveal new items which needed review; some of those items were a zero instead of a space. annoying."
4271,R1AR18EWVY2XFD,"It's easy to use and follow and gets me a great ...","TurboTax worked perfectly as always. I've trusted Turbotax since 2008 and it's never let me down.It's easy to use and follow and gets me a great return and finds money i didn't expect. Well done and keep up the good work. See you next year!"
4272,R185E1U7VFLD5V,"Turbo Tax is my new ""tax accountant""","I was terrified of doing my taxes. I had always had a tax professional do my taxes. After a move to a new state I didn't know anyone and a friend recommended Turbo Tax. I'm so glad she did. I had to file taxes in two states along with the federal. Turbo Tax took the stress and fear out of the process. I would recommend it to anyone."
4273,R858LAB240RQO,"Easy to use","Easy to use. Imports data from previous year to simplify process (do not have to re-enter personal data). Compares this years return with previous year and with average return in US. Accurate descriptions in ""help"" sections to better understand questions and answers."
4274,R12B04AFKN8MS3,"Good product. Could be laid out better","Have used Turbo Tax for several years. Good product. Could be laid out better. For example, with every category within the income category you have to go down a list of your previous entries. Clumsy."
4275,R7ZLH509ZTI52,"I have used this for years. It seemed a ...","I have used this for years. It seemed a bit easier this year. There was one minor glitch where it introduced something I had not entered and I had to work around it. I will likely stay with this product."
4276,R40L594UR26H,"I found TurboTax to be very good. I do have one suggestion","Once again, I found TurboTax to be very good. I do have one suggestion: seems to me it is too easy to miss the place where quarterly tax payments are to be entered. I missed it and had to spend quite a few minutes working back to the point where I could enter that information."
4277,R16LYX39N2B87W,"Late filing? Relax use Turbo Tax.","I have used Turbo Tax for several years. I find it exceptionally configured to help the least tax knowledgeable person prepare returns. It is user friendly and loaded with helpful aids. I have used it for personal and business and years where the return was complicated."
4278,R3074672LXMSQZ,"Good product, BUT No help available to answer questions! No humans available...","Good product! Better than paying someone else to do it for you. As long as you have a return that is not complicated or complex, it is great!!! The only down side I have with it is it is impossible to get a human being on the phone to answer a question or something!!!"
